,importance,stddev,p_value,n,p99_high,p99_low
Feat 166,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 230,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 201,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 225,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 218,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 216,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 208,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 207,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 202,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 200,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 175,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 199,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 198,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 195,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 194,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 185,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 178,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 131,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 128,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 125,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 54,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 75,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 74,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 72,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 70,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 68,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 67,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 65,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 124,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 55,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 62,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 61,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 60,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 59,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 58,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 76,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 78,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 80,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 53,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 90,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 91,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 51,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 96,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 101,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 103,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 109,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 112,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 113,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 115,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 117,3.999999999999559e-05,0.0002190890230020423,0.35200000000000004,5,0.0004911073264933009,-0.0004111073264933097
Feat 119,3.999999999999559e-05,0.0002190890230020423,0.35200000000000004,5,0.0004911073264933009,-0.0004111073264933097
Feat 120,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 229,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 301,3.999999999999559e-05,0.0002190890230020423,0.35200000000000004,5,0.0004911073264933009,-0.0004111073264933097
Feat 242,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 250,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 285,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 238,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 258,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 283,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 248,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 270,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 272,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 279,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 244,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 273,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 261,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 246,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 239,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 235,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 262,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 234,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 245,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 266,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 298,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 295,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 268,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 49,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 292,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 297,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 296,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 232,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 290,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 243,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 255,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 256,3.999999999999559e-05,8.944271909998174e-05,0.1869504831500295,5,0.00022416379485661118,-0.00014416379485661997
Feat 519,0.0,0.0,0.5,5,0.0,0.0
Feat 531,0.0,0.0,0.5,5,0.0,0.0
Feat 265,0.0,0.0,0.5,5,0.0,0.0
Feat 527,0.0,0.0,0.5,5,0.0,0.0
Feat 130,0.0,0.0,0.5,5,0.0,0.0
Feat 521,0.0,0.0,0.5,5,0.0,0.0
Feat 129,0.0,0.0,0.5,5,0.0,0.0
Feat 127,0.0,0.0,0.5,5,0.0,0.0
Feat 524,0.0,0.0,0.5,5,0.0,0.0
Feat 525,0.0,0.0,0.5,5,0.0,0.0
Feat 528,0.0,0.0,0.5,5,0.0,0.0
Feat 526,0.0,0.0,0.5,5,0.0,0.0
Feat 231,0.0,0.0,0.5,5,0.0,0.0
Feat 260,0.0,0.0,0.5,5,0.0,0.0
Feat 518,0.0,0.0,0.5,5,0.0,0.0
Feat 516,0.0,0.0,0.5,5,0.0,0.0
Feat 254,0.0,0.0,0.5,5,0.0,0.0
Feat 347,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 494,0.0,0.0,0.5,5,0.0,0.0
Feat 495,0.0,0.0,0.5,5,0.0,0.0
Feat 496,0.0,0.0,0.5,5,0.0,0.0
Feat 497,0.0,0.0,0.5,5,0.0,0.0
Feat 500,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 501,0.0,0.0,0.5,5,0.0,0.0
Feat 144,0.0,0.0,0.5,5,0.0,0.0
Feat 259,0.0,0.0,0.5,5,0.0,0.0
Feat 505,0.0,0.0,0.5,5,0.0,0.0
Feat 506,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 507,0.0,0.0,0.5,5,0.0,0.0
Feat 140,0.0,0.0,0.5,5,0.0,0.0
Feat 139,0.0,0.0,0.5,5,0.0,0.0
Feat 511,0.0,0.0,0.5,5,0.0,0.0
Feat 137,0.0,0.0,0.5,5,0.0,0.0
Feat 134,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 133,0.0,0.0,0.5,5,0.0,0.0
Feat 267,0.0,0.0,0.5,5,0.0,0.0
Feat 116,0.0,0.0,0.5,5,0.0,0.0
Feat 336,0.0,0.0,0.5,5,0.0,0.0
Feat 284,0.0,0.0,0.5,5,0.0,0.0
Feat 92,0.0,0.0,0.5,5,0.0,0.0
Feat 280,0.0,0.0,0.5,5,0.0,0.0
Feat 281,0.0,0.0,0.5,5,0.0,0.0
Feat 282,0.0,0.0,0.5,5,0.0,0.0
Feat 23,0.0,0.0,0.5,5,0.0,0.0
Feat 22,0.0,0.0,0.5,5,0.0,0.0
Feat 21,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 79,0.0,0.0,0.5,5,0.0,0.0
Feat 48,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 286,0.0,0.0,0.5,5,0.0,0.0
Feat 31,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 12,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 289,0.0,0.0,0.5,5,0.0,0.0
Feat 69,0.0,0.0,0.5,5,0.0,0.0
Feat 313,0.0,0.0,0.5,5,0.0,0.0
Feat 291,0.0,0.0,0.5,5,0.0,0.0
Feat 294,0.0,0.0,0.5,5,0.0,0.0
Feat 63,0.0,0.0,0.5,5,0.0,0.0
Feat 306,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 599,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 94,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 32,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 123,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 110,0.0,0.0,0.5,5,0.0,0.0
Feat 121,0.0,0.0,0.5,5,0.0,0.0
Feat 334,0.0,0.0,0.5,5,0.0,0.0
Feat 538,0.0,0.0,0.5,5,0.0,0.0
Feat 118,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 269,0.0,0.0,0.5,5,0.0,0.0
Feat 490,0.0,0.0,0.5,5,0.0,0.0
Feat 542,0.0,0.0,0.5,5,0.0,0.0
Feat 271,0.0,0.0,0.5,5,0.0,0.0
Feat 111,0.0,0.0,0.5,5,0.0,0.0
Feat 43,0.0,0.0,0.5,5,0.0,0.0
Feat 97,0.0,0.0,0.5,5,0.0,0.0
Feat 42,0.0,0.0,0.5,5,0.0,0.0
Feat 108,0.0,0.0,0.5,5,0.0,0.0
Feat 107,0.0,0.0,0.5,5,0.0,0.0
Feat 104,0.0,0.0,0.5,5,0.0,0.0
Feat 102,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 100,0.0,0.0,0.5,5,0.0,0.0
Feat 99,0.0,0.0,0.5,5,0.0,0.0
Feat 560,0.0,0.0,0.5,5,0.0,0.0
Feat 98,0.0,0.0,0.5,5,0.0,0.0
Feat 252,0.0,0.0,0.5,5,0.0,0.0
Feat 487,0.0,0.0,0.5,5,0.0,0.0
Feat 489,0.0,0.0,0.5,5,0.0,0.0
Feat 415,0.0,0.0,0.5,5,0.0,0.0
Feat 211,0.0,0.0,0.5,5,0.0,0.0
Feat 210,0.0,0.0,0.5,5,0.0,0.0
Feat 209,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 368,0.0,0.0,0.5,5,0.0,0.0
Feat 409,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 367,0.0,0.0,0.5,5,0.0,0.0
Feat 205,0.0,0.0,0.5,5,0.0,0.0
Feat 204,0.0,0.0,0.5,5,0.0,0.0
Feat 366,0.0,0.0,0.5,5,0.0,0.0
Feat 365,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 417,0.0,0.0,0.5,5,0.0,0.0
Feat 213,0.0,0.0,0.5,5,0.0,0.0
Feat 236,0.0,0.0,0.5,5,0.0,0.0
Feat 197,0.0,0.0,0.5,5,0.0,0.0
Feat 241,0.0,0.0,0.5,5,0.0,0.0
Feat 423,0.0,0.0,0.5,5,0.0,0.0
Feat 193,0.0,0.0,0.5,5,0.0,0.0
Feat 192,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 191,0.0,0.0,0.5,5,0.0,0.0
Feat 427,0.0,0.0,0.5,5,0.0,0.0
Feat 488,0.0,0.0,0.5,5,0.0,0.0
Feat 190,0.0,0.0,0.5,5,0.0,0.0
Feat 212,0.0,0.0,0.5,5,0.0,0.0
Feat 214,0.0,0.0,0.5,5,0.0,0.0
Feat 188,0.0,0.0,0.5,5,0.0,0.0
Feat 221,0.0,0.0,0.5,5,0.0,0.0
Feat 376,0.0,0.0,0.5,5,0.0,0.0
Feat 228,0.0,0.0,0.5,5,0.0,0.0
Feat 226,0.0,0.0,0.5,5,0.0,0.0
Feat 371,0.0,0.0,0.5,5,0.0,0.0
Feat 224,0.0,0.0,0.5,5,0.0,0.0
Feat 47,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 383,0.0,0.0,0.5,5,0.0,0.0
Feat 223,0.0,0.0,0.5,5,0.0,0.0
Feat 385,0.0,0.0,0.5,5,0.0,0.0
Feat 222,0.0,0.0,0.5,5,0.0,0.0
Feat 388,0.0,0.0,0.5,5,0.0,0.0
Feat 215,0.0,0.0,0.5,5,0.0,0.0
Feat 233,0.0,0.0,0.5,5,0.0,0.0
Feat 391,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 217,0.0,0.0,0.5,5,0.0,0.0
Feat 393,0.0,0.0,0.5,5,0.0,0.0
Feat 395,0.0,0.0,0.5,5,0.0,0.0
Feat 396,0.0,0.0,0.5,5,0.0,0.0
Feat 397,0.0,0.0,0.5,5,0.0,0.0
Feat 398,0.0,0.0,0.5,5,0.0,0.0
Feat 399,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 400,0.0,0.0,0.5,5,0.0,0.0
Feat 189,0.0,0.0,0.5,5,0.0,0.0
Feat 428,0.0,0.0,0.5,5,0.0,0.0
Feat 186,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 156,0.0,0.0,0.5,5,0.0,0.0
Feat 461,0.0,0.0,0.5,5,0.0,0.0
Feat 462,0.0,0.0,0.5,5,0.0,0.0
Feat 464,0.0,0.0,0.5,5,0.0,0.0
Feat 466,0.0,0.0,0.5,5,0.0,0.0
Feat 160,0.0,0.0,0.5,5,0.0,0.0
Feat 468,0.0,0.0,0.5,5,0.0,0.0
Feat 159,0.0,0.0,0.5,5,0.0,0.0
Feat 471,0.0,0.0,0.5,5,0.0,0.0
Feat 247,0.0,0.0,0.5,5,0.0,0.0
Feat 473,0.0,0.0,0.5,5,0.0,0.0
Feat 476,0.0,0.0,0.5,5,0.0,0.0
Feat 456,0.0,0.0,0.5,5,0.0,0.0
Feat 477,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 154,0.0,0.0,0.5,5,0.0,0.0
Feat 480,0.0,0.0,0.5,5,0.0,0.0
Feat 152,0.0,0.0,0.5,5,0.0,0.0
Feat 151,0.0,0.0,0.5,5,0.0,0.0
Feat 483,0.0,0.0,0.5,5,0.0,0.0
Feat 484,0.0,0.0,0.5,5,0.0,0.0
Feat 485,0.0,0.0,0.5,5,0.0,0.0
Feat 150,0.0,0.0,0.5,5,0.0,0.0
Feat 375,0.0,0.0,0.5,5,0.0,0.0
Feat 459,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 460,0.0,0.0,0.5,5,0.0,0.0
Feat 452,0.0,0.0,0.5,5,0.0,0.0
Feat 174,0.0,0.0,0.5,5,0.0,0.0
Feat 444,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 442,0.0,0.0,0.5,5,0.0,0.0
Feat 171,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 170,0.0,0.0,0.5,5,0.0,0.0
Feat 176,0.0,0.0,0.5,5,0.0,0.0
Feat 179,0.0,0.0,0.5,5,0.0,0.0
Feat 168,0.0,0.0,0.5,5,0.0,0.0
Feat 299,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
Feat 182,0.0,0.0,0.5,5,0.0,0.0
Feat 167,0.0,0.0,0.5,5,0.0,0.0
Feat 183,0.0,0.0,0.5,5,0.0,0.0
Feat 434,0.0,0.0,0.5,5,0.0,0.0
Feat 356,0.0,0.0,0.5,5,0.0,0.0
Feat 172,0.0,0.0,0.5,5,0.0,0.0
Feat 181,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 184,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 10,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 165,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 276,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 457,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 447,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 169,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 77,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 353,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 277,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 95,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 114,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 390,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
Feat 275,-7.999999999999118e-05,0.00010954451150102115,0.9110960958218894,5,0.00014555366324666146,-0.0003055536632466438
Feat 469,-7.999999999999118e-05,0.00017888543819996348,0.8130495168499705,5,0.00028832758971323994,-0.00044832758971322237
